Nama;Kegiatan;Kecamatan;Wilayah;Kategori;lat;lng
Nasgor Dan Bakmie Surabaya Cak Pin;Menjual nasi goreng dan lain lain khusus dibawa pulang;Surakarta;Surakarta;Surakarta;-7.5614537;110.8009571
Warung Kelontong Mbak Poni;menjual barang kebutuhan rumah tangga di toko;Surakarta;Surakarta;Surakarta;-7.5555631;110.8418003
Nasi Goreng K Lie Learn;Menjual Nasi Goreng di rumah;Surakarta;Surakarta;Surakarta;-7.584393419430697;110.82281388184906
Kerajinan Sangkar Burung;Membuat sangkar di rumah;Surakarta;Surakarta;Surakarta;-7.5843974389206466;110.82308216962109
Kios Alat Kebersihan;Menjual alat kebersihan di kios;Surakarta;Surakarta;Surakarta;-7.584399767632397;110.82296357706592
Penjahit Bu Dyah;menjahit pakaian,membuat baju seragam;Surakarta;Surakarta;Surakarta;-7.5604096;110.8505095
Yu_An Sayur;menjual sayuran dan kebutuhan dapur secara eceran;Surakarta;Surakarta;Surakarta;-7.5606156;110.8509849
Chabie Food;catering;Surakarta;Surakarta;Surakarta;-7.5739316;110.8537951
Mbanyumili Frozen Food;Menjual frozen food secara online di marketplace;Surakarta;Surakarta;Surakarta;-7.5562148;110.841361
Air Isi Ulang Joyo Tirto;pengisian air isi ulang;Surakarta;Surakarta;Surakarta;-7.5636904;110.8315532
Hamsomart;menjual sembako, peralatan dan kebutuhan rumah tangga ;Surakarta;Surakarta;Surakarta;-7.5636865;110.8315486
Penjahit Sejati;menjahit seragam sekolah,kemeja,kebaya;Surakarta;Surakarta;Surakarta;-7.5636694;110.831528
Penjahit Ibu Sari;menjahit baju daster,kemeja,blus;Surakarta;Surakarta;Surakarta;-7.5627013;110.8337968
Warung Rini;menjual gas elpiji 3kg , gula dan sabun ;Surakarta;Surakarta;Surakarta;-7.566595;110.8149062
Nur Janah Sprei;membuat dan menjual sprei;Surakarta;Surakarta;Surakarta;-7.566397;110.8148662
Mega Catering;menjual nasi sayur;Surakarta;Surakarta;Surakarta;-7.5746584;110.8063072
Gas Pak Kristiyono;Menjual eceran gas elpiji 3kg ;Surakarta;Surakarta;Surakarta;-7.5626133;110.8049447
Jual Snack Dan Nasi Kotak;jual snack dan nasi box;Surakarta;Surakarta;Surakarta;-7.5664205;110.8455382
Penjahit Mbak Nurul;Menjahit Pakaian Wanita ;Surakarta;Surakarta;Surakarta;-7.5813327;110.8190143
Penjahit Mbak Tinuk;Menjahit pakaian sesuai pesanan;Surakarta;Surakarta;Surakarta;-7.5808823;110.8186417
Nunung Modeste;Menjahit pakaian sesuai pesanan;Surakarta;Surakarta;Surakarta;-7.5813549;110.8190181
Penjahit Bah Amin;Menjahit pakaian cowok;Surakarta;Surakarta;Surakarta;-7.5808175;110.8190903
Budi Payet Solo;Memasang mote/payet;Surakarta;Surakarta;Surakarta;-7.5810291;110.8190705
Kost Barokah;persewaan kos;Surakarta;Surakarta;Surakarta;-7.5873705;110.8309509
Bola Bola Mie;jualan bola bola mie;Surakarta;Surakarta;Surakarta;-7.5861487;110.8186923
Jualan Soto;jualan soto;Surakarta;Surakarta;Surakarta;-7.5830365;110.817582
Soto Garasi;menjual nasi soto dan aneka minuman;Surakarta;Surakarta;Surakarta;-7.56306;110.8452017
Salon;salon;Surakarta;Surakarta;Surakarta;-7.583935;110.818716
Kerupuk Satino;membuat kerupuk rasa bawang;Surakarta;Surakarta;Surakarta;-7.5633282;110.8454666
Ayam Potong Bu Wiwin;dagang ayam potong didepan rumah;Surakarta;Surakarta;Surakarta;-7.5867768;110.8319529
Warung Makan;warung makan ;Surakarta;Surakarta;Surakarta;-7.5828253;110.8186788
Jualan Es;jualan es;Surakarta;Surakarta;Surakarta;-7.5861509;110.8184874
Warung Berkah Bu Man;menjual makanan dan minuman;Surakarta;Surakarta;Surakarta;-7.5586365;110.8520899
Gorengan Pinggul;membuat nasi bungkus, gorengan, sundukan ati, sundukan usus, sundukan telur puyuh dari rumah;Surakarta;Surakarta;Surakarta;-7.5504306;110.8095537
Toko Davin;Warung kelontong ;Surakarta;Surakarta;Surakarta;-7.5382023;110.8112113
Besi Tua Mas Rudi;MENJUAL BESI TUA;Surakarta;Surakarta;Surakarta;-7.5842773;110.8370495
Menjual Gas Elpiji Eceran;menjual gas elpiji eceran;Surakarta;Surakarta;Surakarta;-7.579245;110.8233956
Rojo Chiken;menjual ayam crispy;Surakarta;Surakarta;Surakarta;-7.5792406;110.8240477
Chikago;menjual olahan ayam;Surakarta;Surakarta;Surakarta;-7.5668468;110.8496545
Payet Bu Faizah;jasa payet;Surakarta;Surakarta;Surakarta;-7.5870957;110.8313208
Warung Spesial Paket Penyet;warung ayam penyet, ayam gongso;Surakarta;Surakarta;Surakarta;-7.5317842;110.826577
Menjual Makanan Roti;menjual roti;Surakarta;Surakarta;Surakarta;-7.5555699;110.7853178
Penjahit Tentrem;membuat pakaian dewasa;Surakarta;Surakarta;Surakarta;-7.5535863;110.783921
Esti Haryati;membuat nasi kuning, nasi goreng,mihun goreng, bakmi goreng dari rumah;Surakarta;Surakarta;Surakarta;-7.5506152;110.8039465
Toko Chikpha;menjual kebutuhan sehari hari;Surakarta;Surakarta;Surakarta;-7.5584694;110.7873406
Toko Rejeki Barokah;aneka kebutuhan sehari hari;Surakarta;Surakarta;Surakarta;-7.5584985;110.787356
Foto Copy;pelayanan fotocopy ;Surakarta;Surakarta;Surakarta;-7.5639835;110.7946825
Servis Sepeda Ontel Kang Sahrir;servis sepeda ontel;Surakarta;Surakarta;Surakarta;-7.563363;110.7920766
Online Barang Klitikan Agus;Menjual Elektronik Barang Bekas dan Baru;Surakarta;Surakarta;Surakarta;-7.5835491;110.8207942
Nasi Kucing, Telur Puyuh, Tahu Bacem Dan Gorengan;Nasi Kucing, Telur Puyuh, Tahu Bacem dan Gorengan;Surakarta;Surakarta;Surakarta;-7.5856349;110.8208639
Pupunstore Solo;Menjual Sepatu dan Kaos Kaki Online;Surakarta;Surakarta;Surakarta;-7.5864735;110.822224
Warung Sayur Pak Parno;MENJUAL ANEKA SAYURAN;Surakarta;Surakarta;Surakarta;-7.5855416;110.835216
Warung Makan;Menjual Aneka Makanan;Surakarta;Surakarta;Surakarta;-7.5566314;110.8026367
Aneka Gorengan Bu Jum;Menjual aneka jenis gorengan ;Surakarta;Surakarta;Surakarta;-7.5618869;110.8327499
"Katering ""Omah Butet""";Menyediakan Makanan katering ;Surakarta;Surakarta;Surakarta;-7.56205;110.8336865
Toko Pakaian Bekas Mas Yono;Penyedia pakaian bekas Merk ;Surakarta;Surakarta;Surakarta;-7.5572147;110.8323185
Aneka Gorengan Mbak Dwie;Menjual berbagai Jenis Gorengan ;Surakarta;Surakarta;Surakarta;-7.5604734;110.8325922
Katering Bu Rayu;Menyediakan berbagai jenis masakan;Surakarta;Surakarta;Surakarta;-7.5621685;110.8325856
Kripik Bawang Bu Sri;Produksi dan menjual kripik bawang, cumi cumi;Surakarta;Surakarta;Surakarta;-7.5662079;110.8299846
Warung Nenek;Menjual Minuman, dan makanan kecil/snack, sembako;Surakarta;Surakarta;Surakarta;-7.5656513;110.830048
Amanda;MENJUAL MAKANAN DAN MINUMAN DINGIN DAN JUS;Surakarta;Surakarta;Surakarta;-7.5813275;110.8401639
Toko Mbak Nonik;MENJUAL SEMBAKO GULA,  TEH,  SABUN, DETERGEN SAMPO, DLL;Surakarta;Surakarta;Surakarta;-7.5844994;110.8365833
Toko Sembako Mbak Yuni;MENJUAL SEMBAKO, ( BERAS MINYAK GORENG,  SAMPO DETERJEN GAS 3 KG;Surakarta;Surakarta;Surakarta;-7.5846623;110.8374127
Warung Pak Ratno;MENJUAL GULA TEH BERBAGAI MACAM KOPI SASET,  DAN ANEKA  DAN MAKANAN RINGAN;Surakarta;Surakarta;Surakarta;-7.582078;110.8401469
Toko Kelontong Bu Surani;MENJUAL SEMBAKO MINYAK, BERAS GULA TEH DAN LAIN LAIN;Surakarta;Surakarta;Surakarta;-7.5841602;110.8372701
Sosis Zahira;Membuat sosis, lumpia;Surakarta;Surakarta;Surakarta;-7.5808236;110.818648
Zea_Olshop;Menjual pakaian wanita, baju anak-anak;Surakarta;Surakarta;Surakarta;-7.5812895;110.819038
Salon Cik Wa;memotong rambut, melulur, facial ;Surakarta;Surakarta;Surakarta;-7.5809304;110.8193574
Kue Lumpur Mak Lela;Membuat Kue Lumpur;Surakarta;Surakarta;Surakarta;-7.58089;110.8187497
Yoel'S Olshop;Menjual pakaian secara online;Surakarta;Surakarta;Surakarta;-7.580214;110.8194312
Warung Es Bu Titik;menjual es makanan ringan;Surakarta;Surakarta;Surakarta;-7.5808179;110.8190912
Kedai Makanan Bu Elly;Menjual Nasi, sayuran, gorengan;Surakarta;Surakarta;Surakarta;-7.5811337;110.8187068
Usus Goreng Pak Sur;Menjual Usus Goreng;Surakarta;Surakarta;Surakarta;-7.5810238;110.819061
Warung Mbak Heni;MENJUAL ANEKA MINUMAN;Surakarta;Surakarta;Surakarta;-7.5844449;110.8373369
Warung Gorengan Mbak Prapti;jual gorengan tempura dan minuman;Surakarta;Surakarta;Surakarta;-7.5807046;110.8346268
Warung Sayur Bu Ngat;MENJUAL SAYURAN;Surakarta;Surakarta;Surakarta;-7.5859884;110.8360378
Sri Mulyo Yuniarto;Warung makan Sri Mulyo-Yuniarto;Surakarta;Surakarta;Surakarta;-7.5790975;110.8234956
Warung Mbak Danah;Menjual aneka minuman dan makanan ringan ;Surakarta;Surakarta;Surakarta;-7.5808444;110.8187972
Endah Donat;Menjual donat;Surakarta;Surakarta;Surakarta;-7.5806601;110.8199785
Kue Lumpur Mbak Iva;Membuat Kue Lumpur;Surakarta;Surakarta;Surakarta;-7.5808245;110.8186376
Rambak Bu Siti;Menjual Rambak;Surakarta;Surakarta;Surakarta;-7.5854437;110.8177053
Warung Bakmi Pak Warto;Menjual Bakmi;Surakarta;Surakarta;Surakarta;-7.5856017;110.8177811
Pondok Dahar Bu Din;Menjual Masakan Jawa;Surakarta;Surakarta;Surakarta;-7.5857241;110.8180552
Warung Makan Bu Sri;Menjual Masakan Jawa;Surakarta;Surakarta;Surakarta;-7.5860418;110.8177414
Blangkon Ery Wahyuni;Menjual Blangkon;Surakarta;Surakarta;Surakarta;-7.5858927;110.8179738
Blangkon Soegiyanti;Menjual Blangkon;Surakarta;Surakarta;Surakarta;-7.586106;110.8185807
Wedangan Mas Nur;Menjual Wedangan;Surakarta;Surakarta;Surakarta;-7.5811609;110.8164762
Warung Seblak Maknyuss;Menjual Seblak;Surakarta;Surakarta;Surakarta;-7.568169734275512;110.82547813653946
Pedagang Souvernir Cendera Mata;Menjual Souvenir dan cindera mata;Surakarta;Surakarta;Surakarta;-7.569051140134337;110.82259442657232
Jualan Sosis, Nuget Dll;jualan sosis, nuget dll;Surakarta;Surakarta;Surakarta;-7.5857639;110.818716
Jualan Rice Bowl;jualan rice bowl;Surakarta;Surakarta;Surakarta;-7.5861549;110.8185797
Jualan Opor Ayam;jualan opor ayam ;Surakarta;Surakarta;Surakarta;-7.5844655;110.8141341
Konveksi Adinda;Membuat pakaian seragam sesuai pesanan;Surakarta;Surakarta;Surakarta;-7.568223243506087;110.82567729055882
Jualan Selat, Gado Gado, Dll;jualan selat, gado gado, dll;Surakarta;Surakarta;Surakarta;-7.5840645;110.8141665
Toko Abon Cap Jempol;Membuat dan menjual abon di rumah;Surakarta;Surakarta;Surakarta;-7.585;110.82444444444444
Warung Mie Toprak Mbak Kris;jual mi toprak, makanan ringan dan minuman;Surakarta;Surakarta;Surakarta;-7.5809959;110.8348123
Src Mudo;menjual berbagai macam sembako, es teh, minuman sachet.;Surakarta;Surakarta;Surakarta;-7.5474535;110.8149867
Penjahit Endang;menerima jahit sesuai pesanan;Surakarta;Surakarta;Surakarta;-7.5716574;110.838325
Dais Collection;Dais collection menjual berbagai celana legging, step in, BH pendek, dan melayani jasa jahit;Surakarta;Surakarta;Surakarta;-7.5472122;110.8148745
Warung Sembako Bu Asri;Menjual berbagai macam sembako, makanan ringan dan minuman seperti es teh, es susu, es good day, dsb. ;Surakarta;Surakarta;Surakarta;-7.5471404;110.8147632
Snack Dan Nasi Bok Bu Suti;Menjual berbagai macam makanan dus sesuai dengan pesanan konsumen, selain itu juga menjual sosis basah, arem-arem, dan semar mendem yang dititipkan di wedangan;Surakarta;Surakarta;Surakarta;-7.5471004;110.8149631
Warung Makan Gudeg Kendil;Menjual Gudeg Kendil8;Surakarta;Surakarta;Surakarta;-7.5667331;110.8242769
Warung Bu Ari;menjual makanan ringan, mie instan, minuman dingin, saschet, gula, kopi, teh;Surakarta;Surakarta;Surakarta;-7.5723749;110.8394962
Laundry Hidayah;Laundry baju;Surakarta;Surakarta;Surakarta;-7.5793011;110.8242541
Persewaan Wahana;persewaan kursi, meja, piring dan gelas;Surakarta;Surakarta;Surakarta;-7.56727;110.7870229
Warung Makan Bu Yanti;menjual makanan dan minuman;Surakarta;Surakarta;Surakarta;-7.5672131;110.7870107
Wedangan Pak Robet;menjual makanan dan minuman;Surakarta;Surakarta;Surakarta;-7.5662429;110.787827
Ganes Shop;menjual pakaian secara online;Surakarta;Surakarta;Surakarta;-7.5668924;110.7863644
Wedangan Bu Panti;menjual makanan dan minuman;Surakarta;Surakarta;Surakarta;-7.5670713;110.7869229
Warung Sayur Bu Rini;menjual sayur matang dan lauk pauk;Surakarta;Surakarta;Surakarta;-7.5669801;110.7863026
Penjual Karak Rambak;menjual karak dan rambak;Surakarta;Surakarta;Surakarta;-7.5670706;110.7869296
Hezila Beauty;menjual kosmetik untuk manusia secara online;Surakarta;Surakarta;Surakarta;-7.5670712;110.7869289
Penjual Putih Telur;menjual putih telur;Surakarta;Surakarta;Surakarta;-7.5661958;110.7872153
Minuman Jamu;membuat minuman jamu;Surakarta;Surakarta;Surakarta;-7.5545547;110.7848834
A.Johart Batik Fashion;menjual daster;Surakarta;Surakarta;Surakarta;-7.5888758;110.8387201
Twentyone Cloth;menjual kaos sablon;Surakarta;Surakarta;Surakarta;-7.5887866;110.8386804
Jual Beli Barang Bekas;menjual barang bekas;Surakarta;Surakarta;Surakarta;-7.5888814;110.8387373
Usaha Bakso Malang;Menjual Bakso di Rumah ;Surakarta;Surakarta;Surakarta;-7.5894662;110.8398318
Warung Makan & Minum Bu Lasiyem;Menjual makanan dan minuman ;Surakarta;Surakarta;Surakarta;-7.5885171;110.8393103
Jasa Rombe Kain;jasa membuat rombe selendang;Surakarta;Surakarta;Surakarta;-7.5872049;110.8312255
Nurhana Laundry;jasa laundry pakaian;Surakarta;Surakarta;Surakarta;-7.5870277;110.8318675
Toko Barokah 1;jualan sayuran mentah;Surakarta;Surakarta;Surakarta;-7.587306;110.8310129
Warung Kelontong Bu Woro;gas diantar dr pangkalan, beli Sembako di Toko wahyu Dan terang jaya, dijual langsung di rumah;Surakarta;Surakarta;Surakarta;-7.5372914;110.8404369
Warung Sembako But Ambar;beli Sembako di Toko wahyu, pasar Nusukan. dijual di rumah kepada pembeli;Surakarta;Surakarta;Surakarta;-7.535565;110.834305
Wedangan Slamet;jual nasi bungkus, gorengan, minuman, dll;Surakarta;Surakarta;Surakarta;-7.5809136;110.8352988
Warung Makan Bu Sri;MENJUAL NASI SOTO MINUMAN DLL;Surakarta;Surakarta;Surakarta;-7.5822846;110.8379366
Kios Kertas Mbak Pur;MENJUAL KERTAS DAN KORAN BEKAS;Surakarta;Surakarta;Surakarta;-7.5657910594736615;110.82489039748909
Pangkalan Gas Pak Suprandjono;MENJUAL GAS ELPIJI;Surakarta;Surakarta;Surakarta;-7.5694190567528175;110.82308124750851
Dagang Barang Bekas Bu Wahyuni;menjual barang bekas;Surakarta;Surakarta;Surakarta;-7.5872455;110.8312651
Toko Plastik;menjual plastik;Surakarta;Surakarta;Surakarta;-7.5806008;110.82644
Toko Atik;menjual kebutuhan rumah tangga;Surakarta;Surakarta;Surakarta;-7.5713383;110.8460737
Usaha Blankon;membuat blangkon kain odeng;Surakarta;Surakarta;Surakarta;-7.5872977;110.8305412
Pembuatan Tas Gitar;membuat tas gitar;Surakarta;Surakarta;Surakarta;-7.5865236;110.8315509
Kustinah Tailor;menjahit pakaian;Surakarta;Surakarta;Surakarta;-7.5871028;110.8304322
Toko Barokah;toko kelontong dan bahan sayuran mentah;Surakarta;Surakarta;Surakarta;-7.5394762;110.828112
Mie Ayam Favorit;menjual mie ayam;Surakarta;Surakarta;Surakarta;-7.5693009;110.8377257
Warung Klontong Babe;menjual makanan sayur dan lauk pauk;Surakarta;Surakarta;Surakarta;-7.5680794;110.8380247
Sate Ati Ayam Murdwiyati;membuat dan menjual sate ati ayam;Surakarta;Surakarta;Surakarta;-7.5713767;110.8394493
Latengan Gunarni;membuat dan menjual tahu bacem;Surakarta;Surakarta;Surakarta;-7.5717374;110.8389133
Pentol Bakso Ndower Bu Man;menjual pentol bakso, selain itu juga menjual mie gelas, sarimi yang dapat disajikan matang. pentol bakso dijual dengan kuah maupun kering;Surakarta;Surakarta;Surakarta;-7.5471052;110.8148982
Dandang Swan & Dragon;membuat dandang;Surakarta;Surakarta;Surakarta;-7.5810711;110.8338609
Warung Minuman;menjual minuman;Surakarta;Surakarta;Surakarta;-7.5535955;110.7839295
Makanan Snac;membuat makanan ringan;Surakarta;Surakarta;Surakarta;-7.5530158;110.7840666
Percetakan;MENYEDIAKAN JASA PERCETAKAN;Surakarta;Surakarta;Surakarta;-7.5863343;110.8354018
Kios Watu Gunung;menjual batu dan tanaman hias;Surakarta;Surakarta;Surakarta;-7.5681067;110.859835
Warung Sayur Dan Lauk Pauk;jual sayuran,lauk pauk;Surakarta;Surakarta;Surakarta;-7.577643;110.8396617
Dagang Buah;Menjual Buah;Surakarta;Surakarta;Surakarta;-7.5779645;110.8396859
Kios Sayuran;Menjual Sayuran di kios;Surakarta;Surakarta;Surakarta;-7.562866194444444;110.83805083333333
Kios Kelontong;Menjual keperluan rumah tangga;Surakarta;Surakarta;Surakarta;-7.563828;110.8366662
Kios Pakaian;Menjual berbagai macam pakaian ;Surakarta;Surakarta;Surakarta;-7.561521;110.83658597222222
Kios Pakaian;Menjual bermacam pakain jadi ;Surakarta;Surakarta;Surakarta;-7.561529138888889;110.83655547222222
Kios Pakaian;Menjual bermacam jenis pakaian ;Surakarta;Surakarta;Surakarta;-7.561768083333333;110.83602902777778
Kios Pakaian;Menjual pakaian di kios;Surakarta;Surakarta;Surakarta;-7.561591138888889;110.83646391666667
Kios Sembako;Menjual sembako di kios;Surakarta;Surakarta;Surakarta;-7.562588222222223;110.8390273888889
"Warung Ikan Segar ""Amis """;kulakan ikan segar, siap pasarkan;Surakarta;Surakarta;Surakarta;-7.5438777;110.8383284
Kue Puthu;jual kue puthu;Surakarta;Surakarta;Surakarta;-7.5788639;110.8390261
Bengkel Las Pak Sukiyanto;nunggu order, cari bahan, proses pengerjaan, siap antar;Surakarta;Surakarta;Surakarta;-7.5447826;110.8383502
Warung Kelontong Ibu Tila;Menjual bahan pangan;Surakarta;Surakarta;Surakarta;-7.5589966;110.8293972
Sangkar Burung Mas Plonco;tunggu orderan, beli bahan, proses pembuatan, siap dikirim dan dipasarkan;Surakarta;Surakarta;Surakarta;-7.5438708;110.8383342
Kios Sayuran;Menjual sayuran di kios;Surakarta;Surakarta;Surakarta;-7.5624084;110.8397641
Toko Klontong Kembar;belanja sembako, siap pemasaran;Surakarta;Surakarta;Surakarta;-7.5443148;110.8372668
Kios Buah;Menjual Buah di Kios;Surakarta;Surakarta;Surakarta;-7.5627396;110.8398088
Toko Klontong Mb Mini;belanja ke grosir, siap pemasaran;Surakarta;Surakarta;Surakarta;-7.5438812;110.8382887
Kios Sembako;Menjual sembako di kios;Surakarta;Surakarta;Surakarta;-7.5626054;110.8397928
Kios Sayuran;Menjual sayuran di kios;Surakarta;Surakarta;Surakarta;-7.562727;110.8396826
Kios Sayuran;Menjual berbagai sayuran di kios pasar ;Surakarta;Surakarta;Surakarta;-7.5627565;110.8396229
Kios Sayuran;Menjual sayuran di kios pasar ;Surakarta;Surakarta;Surakarta;-7.562252972222222;110.83966063888889
Kios Karak;Menjual Karak di kios;Surakarta;Surakarta;Surakarta;-7.562582944444444;110.8390273888889
Kios Buah;Menjual buah di Kios pasar ;Surakarta;Surakarta;Surakarta;-7.562584861111111;110.8390273888889
Kios Buah;Menjual Berbagai macam buah ;Surakarta;Surakarta;Surakarta;-7.562582944444444;110.8390273888889
Bakso Goreng Bakar;bahan tepung trigu penyedap, bikin bakso sunduk. Jual goreng/bakar, caos sambal;Surakarta;Surakarta;Surakarta;-7.5790481;110.841798
Pedagang Jeroan Ayam;berjualan ayam dan jeroan;Surakarta;Surakarta;Surakarta;-7.5691404;110.8318766
Warung Mb Tatik;belanja proses, masak, siap pasarkan;Surakarta;Surakarta;Surakarta;-7.5438893;110.8382701
Warung Klontong Pak Gino;belanja di grosir, siap pemasaran;Surakarta;Surakarta;Surakarta;-7.5438763;110.8384087
Warung Jenang Mb Puji;belanja bahan, proses masak, siap pemasaran;Surakarta;Surakarta;Surakarta;-7.543845;110.8383565
Bengkel 47Te Ch Solo;tunggu order, cari bahan, proses pembuatan, siap kirim;Surakarta;Surakarta;Surakarta;-7.5442511;110.8373347
Warung Makan Bu Yayuk;belanja bahan, proses masak, proses pemasaran;Surakarta;Surakarta;Surakarta;-7.5438406;110.8383911
Laundre Mb Uut;ambil cucian ke pelanggan, proses mencuci dan setrika, siap diambil dan diantar ke pelanggan;Surakarta;Surakarta;Surakarta;-7.5438397;110.8384004
Warung Kelontong Bu Ninuk;belanja digrosir, proses penjualan;Surakarta;Surakarta;Surakarta;-7.543863;110.8383506
Kerajinan Sangkar Burung Mas Uki;cari bahan, proses bahan, siap pemasaran;Surakarta;Surakarta;Surakarta;-7.5456462;110.8391196
Laundre Bu Amini;ambil cucian, proses mencuci, setrika, antar ke pelanggan;Surakarta;Surakarta;Surakarta;-7.5444458;110.8383831
Penjahit Mb Lestari;ambil potongan, proses menjahit, kembali ke konveksi;Surakarta;Surakarta;Surakarta;-7.5452719;110.8390824
Pedagang Tahu Dan Tempe;berjualan tahu tplempe;Surakarta;Surakarta;Surakarta;-7.5691008;110.8319092
Warung Makan Mas Yanto;belanja bahan, proses masak, siap pemasaran;Surakarta;Surakarta;Surakarta;-7.5438626;110.8383546
Ayam Potong Bu Larmi;berjualan ayam potong;Surakarta;Surakarta;Surakarta;-7.5691367;110.8319007
Pedagang Telur Puyuh;berjualan telur;Surakarta;Surakarta;Surakarta;-7.5691362;110.8319111
Pedagang Sayuran;berjualan sayuran ;Surakarta;Surakarta;Surakarta;-7.5691143;110.8319035
Pedagang Ayam Potong;berjualan ayam potong;Surakarta;Surakarta;Surakarta;-7.5690951;110.8319086
Pedagang Sambel Pecel;berjualan sambal pecel;Surakarta;Surakarta;Surakarta;-7.5691464;110.8318971
Pedagang Keringan;berjualan makanan kering;Surakarta;Surakarta;Surakarta;-7.5691496;110.8318948
Pedagang Bumbon;berjualan aneka bumbu dan kebutuhan pokok;Surakarta;Surakarta;Surakarta;-7.5691223;110.8318477
Pedagang Bumbon Bu Dal;berjualan bumbu dapur;Surakarta;Surakarta;Surakarta;-7.5691592;110.8319
Distributor Mainan Mas Franky;distributor mainan;Surakarta;Surakarta;Surakarta;-7.5676248;110.8352331
Warung Makan Bu Win;berjualan nasi;Surakarta;Surakarta;Surakarta;-7.569161;110.8319154
Pedagang Nasi;berjualan nasi;Surakarta;Surakarta;Surakarta;-7.569168;110.8319148
Pedagang Bumbon Bu Sarni;berjualan Bumbon dan hasil pertanian ;Surakarta;Surakarta;Surakarta;-7.5691729;110.8319139
Accesories Dan Mainan Mbak Anik;accesories;Surakarta;Surakarta;Surakarta;-7.5677479;110.835451
Pedagang Bumbon Pak Sri;berjualan bumbu dapur;Surakarta;Surakarta;Surakarta;-7.56917;110.831905
Sambel Pecel Bu Kareni;berjualan aneka sambal pecel ;Surakarta;Surakarta;Surakarta;-7.5693761;110.8317206
Tenongan Mbak Win;tenongan;Surakarta;Surakarta;Surakarta;-7.5684619;110.8347466
Penjahit Bu Margaretha;penjahit;Surakarta;Surakarta;Surakarta;-7.5688542;110.8343203
Penjahit Bu Sri Ningsih;penjahit;Surakarta;Surakarta;Surakarta;-7.5688565;110.8345591
Gorengan Dan Mie Mbak Mei;gorengan, tempura, mie instan ;Surakarta;Surakarta;Surakarta;-7.5684498;110.8345096
Warung Buk Iik;warung kelontong;Surakarta;Surakarta;Surakarta;-7.5679704;110.8354264
Kelontong Mbah Gendro;kelontong;Surakarta;Surakarta;Surakarta;-7.5679591;110.8352984
Sirup Herbal Mbak Desi;sirup jamu;Surakarta;Surakarta;Surakarta;-7.5679026;110.8350729
Jamu Jawa Bu Kristijani;jamu Jawa ;Surakarta;Surakarta;Surakarta;-7.5679103;110.8350412
Penjahit Bu Weni;penjahit;Surakarta;Surakarta;Surakarta;-7.5682762;110.8354465
Penjahit Bu Saryanti;penjahit ;Surakarta;Surakarta;Surakarta;-7.5684642;110.835614
Warmindo Berseri;menjual makanan;Surakarta;Surakarta;Surakarta;-7.5651821;110.814447
Usaha Konstruksi Bangunan Pt Rumboko Jaya Sri Perkasa;jasa kontruksi bangunan;Surakarta;Surakarta;Surakarta;-7.5657059;110.8150019
Pembuatan Fermentasi Telur Asin Ibu Sri;Fermentasi telur asin di rumah;Surakarta;Surakarta;Surakarta;-7.5659855;110.8152856
Warung Makan Sukur;Menjual sayur matang dan gorengan;Surakarta;Surakarta;Surakarta;-7.5661972;110.8158529
Rumah Cuci Kayla;Jasa laundry di rumah;Surakarta;Surakarta;Surakarta;-7.5662013;110.8159364
Cantika Collection;Menjual pakaian dalam, kaos kaki, dan celana kain;Surakarta;Surakarta;Surakarta;-7.5737977;110.8310184
Mbak Tin;menjual eceran barang barang rumah tangga;Surakarta;Surakarta;Surakarta;-7.566961;110.8168046
Karak Bu Darini;menjual karak;Surakarta;Surakarta;Surakarta;-7.5746478;110.8064128
Nasi Bungkus Bu Romi;menjual nasi bungkus dan lauk;Surakarta;Surakarta;Surakarta;-7.5745549;110.8065425
Dingo Doodle;Design Grafis;Surakarta;Surakarta;Surakarta;-7.5746513;110.8063878
Kedai Kopi Musi;menjual kopi;Surakarta;Surakarta;Surakarta;-7.5746553;110.806437
Santo Bumbu;menjual bahan makanan;Surakarta;Surakarta;Surakarta;-7.5747095;110.8063971
Timlo Kadipolo;menjual nasi timlo dan minuman;Surakarta;Surakarta;Surakarta;-7.5746893;110.8063856
Kios Baju Sri Peni;menjual  pakaian ;Surakarta;Surakarta;Surakarta;-7.5746425;110.8063519
Sembako Bu Sumirah;menjual bahan pokok sembako;Surakarta;Surakarta;Surakarta;-7.4956223;110.8065907
Kios Pisang;Menjual Pisang di Kios pasar ;Surakarta;Surakarta;Surakarta;-7.5627709;110.8396558
Kios Karak;47829 | Perdagangan Eceran Kaki Lima Dan Los Pasar Komoditi Makanan Dan Minuman Ytdl;Surakarta;Surakarta;Surakarta;-7.562594833333334;110.8390273888889
Toko Armada;Menjual Makanan dan Minuman;Surakarta;Surakarta;Surakarta;-7.529514;110.8141091
Warung Makan Sedep Mantep;menyajikan makan dan minum;Surakarta;Surakarta;Surakarta;-7.5680712;110.8200026
Warung Makan Sederhana;menjual nasi sayur, gorengan, es teh;Surakarta;Surakarta;Surakarta;-7.5465258;110.8117393
Warung Bu Tutik;menjual makanan dan minuman;Surakarta;Surakarta;Surakarta;-7.552521722861079;110.81067201950668
Wedangan Teras Rumah;menjual nasi bandeng, gorengan dan es teh.;Surakarta;Surakarta;Surakarta;-7.5528996;110.8362066
Rizki Laundry;jasa laundry dan setrika;Surakarta;Surakarta;Surakarta;-7.5529167;110.8362704
